Collection,Weapon,Skin,Quality,Steam Market API URL
"2021 Train Collection","MP5-SD","Autumn Twilly","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP5-SD%20%7C%20Autumn%20Twilly%20(Factory%20New)"
"2021 Train Collection","Nova","Red Quartz","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Red%20Quartz%20(Factory%20New)"
"2021 Train Collection","USP-S","Whiteout","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Whiteout%20(Factory%20New)"
"2021 Train Collection","MAC-10","Propaganda","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Propaganda%20(Factory%20New)"
"2021 Train Collection","FAMAS","Meltdown","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Meltdown%20(Factory%20New)"
"2021 Train Collection","M4A4","The Coalition","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20The%20Coalition%20(Factory%20New)"
"2021 Train Collection","Glock-18","Gamma Doppler","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Gamma%20Doppler%20(Factory%20New)"
"2021 Vertigo Collection","MAC-10","Strats","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Strats%20(Factory%20New)"
"2021 Vertigo Collection","FAMAS","Faulty Wiring","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Faulty%20Wiring%20(Factory%20New)"
"2021 Vertigo Collection","XM1014","Blue Tire","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Blue%20Tire%20(Factory%20New)"
"2021 Vertigo Collection","CZ75-Auto","Framework","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Framework%20(Factory%20New)"
"2021 Vertigo Collection","Dual Berettas","Oil Change","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Oil%20Change%20(Factory%20New)"
"2021 Vertigo Collection","Glock-18","Red Tire","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Red%20Tire%20(Factory%20New)"
"2021 Vertigo Collection","UMP-45","Mechanism","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Mechanism%20(Factory%20New)"
"2021 Vertigo Collection","SSG 08","Carbon Fiber","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Carbon%20Fiber%20(Factory%20New)"
"2021 Vertigo Collection","PP-Bizon","Breaker Box","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Breaker%20Box%20(Factory%20New)"
"2021 Vertigo Collection","AK-47","Green Laminate","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Green%20Laminate%20(Factory%20New)"
"2021 Vertigo Collection","P90","Schematic","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Schematic%20(Factory%20New)"
"2021 Vertigo Collection","Nova","Interlock","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Interlock%20(Factory%20New)"
"2021 Vertigo Collection","Negev","Infrastructure","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Infrastructure%20(Factory%20New)"
"2021 Vertigo Collection","Galil AR","CAUTION!","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20CAUTION!%20(Factory%20New)"
"2021 Vertigo Collection","MAG-7","Prism Terrace","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Prism%20Terrace%20(Factory%20New)"
"2021 Vertigo Collection","P250","Digital Architect","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Digital%20Architect%20(Factory%20New)"
"2021 Vertigo Collection","Five-SeveN","Fall Hazard","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Fall%20Hazard%20(Factory%20New)"
"2021 Vertigo Collection","SG 553","Hazard Pay","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Hazard%20Pay%20(Factory%20New)"
"2021 Vertigo Collection","M4A1-S","Imminent Danger","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Imminent%20Danger%20(Factory%20New)"
"Chop Shop Collection","SCAR-20","Army Sheen","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Army%20Sheen%20(Factory%20New)"
"Chop Shop Collection","CZ75-Auto","Army Sheen","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Army%20Sheen%20(Factory%20New)"
"Chop Shop Collection","M249","Impact Drill","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Impact%20Drill%20(Factory%20New)"
"Chop Shop Collection","MAG-7","Seabird","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Seabird%20(Factory%20New)"
"Chop Shop Collection","Desert Eagle","Night","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Night%20(Factory%20New)"
"Chop Shop Collection","Galil AR","Urban Rubble","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Urban%20Rubble%20(Factory%20New)"
"Chop Shop Collection","USP-S","Para Green","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Para%20Green%20(Factory%20New)"
"Chop Shop Collection","MAC-10","Fade","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Fade%20(Factory%20New)"
"Chop Shop Collection","P250","Whiteout","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Whiteout%20(Factory%20New)"
"Chop Shop Collection","MP7","Full Stop","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Full%20Stop%20(Factory%20New)"
"Chop Shop Collection","Five-SeveN","Nitro","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Nitro%20(Factory%20New)"
"Chop Shop Collection","CZ75-Auto","Emerald","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Emerald%20(Factory%20New)"
"Chop Shop Collection","SG 553","Bulldozer","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Bulldozer%20(Factory%20New)"
"Chop Shop Collection","Dual Berettas","Duelist","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Duelist%20(Factory%20New)"
"Chop Shop Collection","Glock-18","Twilight Galaxy","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Twilight%20Galaxy%20(Factory%20New)"
"Chop Shop Collection","M4A1-S","Hot Rod","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Hot%20Rod%20(Factory%20New)"
"Gods and Monsters Collection","MP7","Asterion","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Asterion%20(Factory%20New)"
"Gods and Monsters Collection","AUG","Daedalus","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Daedalus%20(Factory%20New)"
"Gods and Monsters Collection","Dual Berettas","Moon in Libra","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Moon%20in%20Libra%20(Factory%20New)"
"Gods and Monsters Collection","Nova","Moon in Libra","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Moon%20in%20Libra%20(Factory%20New)"
"Gods and Monsters Collection","Tec-9","Hades","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Hades%20(Factory%20New)"
"Gods and Monsters Collection","P2000","Pathfinder","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Pathfinder%20(Factory%20New)"
"Gods and Monsters Collection","AWP","Sun in Leo","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Sun%20in%20Leo%20(Factory%20New)"
"Gods and Monsters Collection","M249","Shipping Forecast","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Shipping%20Forecast%20(Factory%20New)"
"Gods and Monsters Collection","UMP-45","Minotaur's Labyrinth","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Minotaur's%20Labyrinth%20(Factory%20New)"
"Gods and Monsters Collection","MP9","Pandora's Box","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Pandora's%20Box%20(Factory%20New)"
"Gods and Monsters Collection","G3SG1","Chronos","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Chronos%20(Factory%20New)"
"Gods and Monsters Collection","M4A1-S","Icarus Fell","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Icarus%20Fell%20(Factory%20New)"
"Gods and Monsters Collection","M4A4","Poseidon","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Poseidon%20(Factory%20New)"
"Gods and Monsters Collection","AWP","Medusa","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Medusa%20(Factory%20New)"
"Rising Sun Collection","PP-Bizon","Bamboo Print","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Bamboo%20Print%20(Factory%20New)"
"Rising Sun Collection","Sawed-Off","Bamboo Shadow","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Bamboo%20Shadow%20(Factory%20New)"
"Rising Sun Collection","Tec-9","Bamboo Forest","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Bamboo%20Forest%20(Factory%20New)"
"Rising Sun Collection","G3SG1","Orange Kimono","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Orange%20Kimono%20(Factory%20New)"
"Rising Sun Collection","P250","Mint Kimono","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Mint%20Kimono%20(Factory%20New)"
"Rising Sun Collection","P250","Crimson Kimono","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Crimson%20Kimono%20(Factory%20New)"
"Rising Sun Collection","Desert Eagle","Midnight Storm","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Midnight%20Storm%20(Factory%20New)"
"Rising Sun Collection","Galil AR","Aqua Terrace","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Aqua%20Terrace%20(Factory%20New)"
"Rising Sun Collection","MAG-7","Counter Terrace","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Counter%20Terrace%20(Factory%20New)"
"Rising Sun Collection","Tec-9","Terrace","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Terrace%20(Factory%20New)"
"Rising Sun Collection","Five-SeveN","Neon Kimono","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Neon%20Kimono%20(Factory%20New)"
"Rising Sun Collection","Desert Eagle","Sunset Storm 壱","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Sunset%20Storm%20%E5%A3%B1%20(Factory%20New)"
"Rising Sun Collection","Desert Eagle","Sunset Storm 弐","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Sunset%20Storm%20%E5%BC%90%20(Factory%20New)"
"Rising Sun Collection","M4A4","Daybreak","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Daybreak%20(Factory%20New)"
"Rising Sun Collection","AK-47","Hydroponic","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Hydroponic%20(Factory%20New)"
"Rising Sun Collection","AUG","Akihabara Accept","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Akihabara%20Accept%20(Factory%20New)"
"Alpha Collection","M249","Jungle DDPAT","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Jungle%20DDPAT%20(Factory%20New)"
"Alpha Collection","Tec-9","Tornado","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Tornado%20(Factory%20New)"
"Alpha Collection","MP9","Dry Season","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Dry%20Season%20(Factory%20New)"
"Alpha Collection","Five-SeveN","Anodized Gunmetal","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Anodized%20Gunmetal%20(Factory%20New)"
"Alpha Collection","XM1014","Jungle","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Jungle%20(Factory%20New)"
"Alpha Collection","MP7","Groundwater","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Groundwater%20(Factory%20New)"
"Alpha Collection","Glock-18","Sand Dune","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Sand%20Dune%20(Factory%20New)"
"Alpha Collection","SSG 08","Mayan Dreams","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Mayan%20Dreams%20(Factory%20New)"
"Alpha Collection","Negev","Palm","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Palm%20(Factory%20New)"
"Alpha Collection","Sawed-Off","Mosaico","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Mosaico%20(Factory%20New)"
"Alpha Collection","P250","Facets","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Facets%20(Factory%20New)"
"Alpha Collection","AUG","Anodized Navy","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Anodized%20Navy%20(Factory%20New)"
"Alpha Collection","MAG-7","Hazard","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Hazard%20(Factory%20New)"
"Alpha Collection","PP-Bizon","Rust Coat","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Rust%20Coat%20(Factory%20New)"
"Alpha Collection","FAMAS","Spitfire","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Spitfire%20(Factory%20New)"
"Alpha Collection","SCAR-20","Emerald","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Emerald%20(Factory%20New)"
"Norse Collection","SG 553","Barricade","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Barricade%20(Factory%20New)"
"Norse Collection","FAMAS","Night Borre","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Night%20Borre%20(Factory%20New)"
"Norse Collection","MP7","Scorched","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Scorched%20(Factory%20New)"
"Norse Collection","Galil AR","Tornado","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Tornado%20(Factory%20New)"
"Norse Collection","SSG 08","Red Stone","Consumer Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Red%20Stone%20(Factory%20New)"
"Norse Collection","MAG-7","Chainmail","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Chainmail%20(Factory%20New)"
"Norse Collection","M4A1-S","Moss Quartz","Industrial Grade","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Moss%20Quartz%20(Factory%20New)"
